"id"	"housing_median_age"	"population"	"households"	"median_income"	"median_house_value"
"381"	"27.0"	"2009.0"	"548.0"	"2.9063"	"184100.0"
"382"	"35.0"	"1628.0"	"495.0"	"2.5197"	"225600.0"
"383"	"36.0"	"2392.0"	"629.0"	"2.8661"	"124000.0"
"384"	"28.0"	"1816.0"	"348.0"	"1.7589"	"118300.0"
"385"	"16.0"	"1055.0"	"334.0"	"8.1163"	"365800.0"
"386"	"36.0"	"1478.0"	"529.0"	"4.635"	"248600.0"
"387"	"17.0"	"2440.0"	"985.0"	"4.375"	"248100.0"
"388"	"33.0"	"1073.0"	"344.0"	"4.2083"	"180500.0"
"389"	"11.0"	"1418.0"	"432.0"	"7.5118"	"361900.0"
"390"	"25.0"	"1558.0"	"535.0"	"3.788"	"134200.0"
"391"	"23.0"	"358.0"	"141.0"	"2.4545"	"105000.0"
"392"	"17.0"	"1148.0"	"372.0"	"4.5272"	"191700.0"
"393"	"8.0"	"457.0"	"199.0"	"2.9167"	"115300.0"
"394"	"22.0"	"1501.0"	"561.0"	"2.7356"	"96100.0"
"395"	"32.0"	"471.0"	"178.0"	"2.9241"	"187500.0"
"396"	"45.0"	"1320.0"	"693.0"	"3.1576"	"333300.0"
"397"	"33.0"	"556.0"	"175.0"	"2.4286"	"103600.0"
"398"	"25.0"	"977.0"	"309.0"	"4.1797"	"271800.0"
"399"	"35.0"	"1076.0"	"372.0"	"2.7179"	"81100.0"
"400"	"36.0"	"598.0"	"237.0"	"5.8964"	"414800.0"
"401"	"52.0"	"219.0"	"75.0"	"6.1575"	"500001.0"
"402"	"11.0"	"2106.0"	"762.0"	"2.4482"	"103000.0"
"403"	"50.0"	"420.0"	"187.0"	"2.2188"	"105800.0"
"404"	"16.0"	"778.0"	"284.0"	"3.8589"	"268800.0"
"405"	"39.0"	"1313.0"	"234.0"	"2.0187"	"90100.0"
"406"	"16.0"	"614.0"	"200.0"	"0.8106"	"83300.0"
"407"	"43.0"	"1106.0"	"433.0"	"4.3631"	"284600.0"
"408"	"24.0"	"1437.0"	"453.0"	"5.4286"	"273400.0"
"409"	"46.0"	"37.0"	"21.0"	"0.536"	"87500.0"
"410"	"34.0"	"1271.0"	"302.0"	"2.09"	"91800.0"
"411"	"52.0"	"510.0"	"224.0"	"5.2402"	"296400.0"
"412"	"7.0"	"1040.0"	"362.0"	"3.9943"	"100200.0"
"413"	"34.0"	"1195.0"	"391.0"	"3.9231"	"96000.0"
"414"	"52.0"	"735.0"	"307.0"	"5.2954"	"485100.0"
"415"	"33.0"	"814.0"	"328.0"	"3.1406"	"163100.0"
"416"	"44.0"	"667.0"	"281.0"	"4.0862"	"321800.0"
"417"	"12.0"	"2936.0"	"781.0"	"6.3721"	"241500.0"
"418"	"16.0"	"652.0"	"322.0"	"2.8906"	"158300.0"
"419"	"36.0"	"1242.0"	"454.0"	"4.6944"	"221800.0"
"420"	"44.0"	"878.0"	"493.0"	"1.9631"	"181300.0"
"421"	"24.0"	"969.0"	"256.0"	"6.8154"	"265900.0"
"422"	"17.0"	"888.0"	"277.0"	"3.7794"	"96200.0"
"423"	"17.0"	"873.0"	"313.0"	"4.0357"	"128900.0"
"424"	"23.0"	"1052.0"	"265.0"	"2.8698"	"72900.0"
"425"	"4.0"	"3527.0"	"1170.0"	"3.5696"	"129700.0"
"426"	"16.0"	"1061.0"	"280.0"	"6.9584"	"351600.0"
"427"	"42.0"	"1472.0"	"475.0"	"2.1757"	"110100.0"
"428"	"14.0"	"4731.0"	"348.0"	"2.4732"	"131300.0"
"429"	"50.0"	"76.0"	"42.0"	"7.6129"	"412500.0"
"430"	"33.0"	"394.0"	"132.0"	"4.6875"	"246200.0"
"431"	"4.0"	"811.0"	"233.0"	"12.3411"	"500001.0"
"432"	"43.0"	"1805.0"	"440.0"	"1.425"	"61300.0"
"433"	"18.0"	"121.0"	"26.0"	"3.0417"	"137500.0"
"434"	"44.0"	"1036.0"	"282.0"	"4.0417"	"170600.0"
"435"	"33.0"	"932.0"	"343.0"	"4.2759"	"238000.0"
"436"	"46.0"	"819.0"	"251.0"	"3.9118"	"129400.0"
"437"	"14.0"	"2140.0"	"687.0"	"3.125"	"102300.0"
"438"	"37.0"	"939.0"	"267.0"	"3.1989"	"320800.0"
"439"	"36.0"	"934.0"	"486.0"	"3.0521"	"276600.0"
"440"	"10.0"	"1896.0"	"443.0"	"1.6557"	"65400.0"
"441"	"28.0"	"2145.0"	"437.0"	"1.6964"	"175000.0"
"442"	"5.0"	"648.0"	"245.0"	"3.5714"	"300000.0"
"443"	"39.0"	"1685.0"	"536.0"	"1.6325"	"52100.0"
"444"	"16.0"	"2304.0"	"778.0"	"7.9943"	"452100.0"
"445"	"43.0"	"1571.0"	"458.0"	"2.0323"	"112500.0"
"446"	"22.0"	"1384.0"	"578.0"	"2.4708"	"119400.0"
"447"	"26.0"	"662.0"	"169.0"	"2.8438"	"174300.0"
"448"	"22.0"	"1252.0"	"397.0"	"4.1833"	"192100.0"
"449"	"30.0"	"242.0"	"93.0"	"2.5417"	"123200.0"
"450"	"21.0"	"658.0"	"384.0"	"2.45"	"350000.0"
"451"	"35.0"	"1521.0"	"653.0"	"5.8735"	"448100.0"
"452"	"50.0"	"590.0"	"147.0"	"1.9659"	"85700.0"
"453"	"15.0"	"1150.0"	"330.0"	"4.7969"	"227500.0"
"454"	"7.0"	"1143.0"	"466.0"	"5.8548"	"500001.0"
"455"	"41.0"	"1557.0"	"453.0"	"2.9194"	"162000.0"
"456"	"23.0"	"912.0"	"347.0"	"4.5"	"237300.0"
"457"	"35.0"	"732.0"	"336.0"	"2.1213"	"79200.0"
"458"	"30.0"	"103.0"	"35.0"	"4.163"	"112500.0"
"459"	"29.0"	"1703.0"	"343.0"	"4.1295"	"188000.0"
"460"	"16.0"	"995.0"	"284.0"	"5.9053"	"260500.0"
"461"	"26.0"	"1839.0"	"601.0"	"6.3654"	"331200.0"
"462"	"17.0"	"2755.0"	"1047.0"	"2.8226"	"99900.0"
"463"	"21.0"	"1015.0"	"597.0"	"3.7596"	"381300.0"
"464"	"27.0"	"2661.0"	"623.0"	"4.3047"	"152100.0"
"465"	"19.0"	"3152.0"	"1076.0"	"5.9541"	"500001.0"
"466"	"48.0"	"1807.0"	"539.0"	"2.7183"	"190400.0"
"467"	"51.0"	"1090.0"	"401.0"	"9.3603"	"500001.0"
"468"	"32.0"	"1698.0"	"432.0"	"1.6302"	"130700.0"
"469"	"12.0"	"1754.0"	"551.0"	"5.6235"	"130600.0"
"470"	"37.0"	"3228.0"	"701.0"	"2.15"	"132200.0"
"471"	"46.0"	"1206.0"	"541.0"	"2.1135"	"90600.0"
"472"	"16.0"	"930.0"	"303.0"	"1.2347"	"128100.0"
"473"	"17.0"	"408.0"	"258.0"	"1.7171"	"181300.0"
"474"	"25.0"	"1200.0"	"439.0"	"4.7083"	"196100.0"
"475"	"13.0"	"1927.0"	"432.0"	"2.2019"	"134200.0"
"476"	"19.0"	"1126.0"	"389.0"	"3.8929"	"144600.0"
"477"	"38.0"	"1257.0"	"354.0"	"3.8355"	"111700.0"
"478"	"18.0"	"1116.0"	"429.0"	"5.4716"	"400000.0"
"479"	"24.0"	"882.0"	"306.0"	"2.2019"	"100000.0"
"480"	"8.0"	"446.0"	"133.0"	"4.6023"	"163400.0"
"481"	"40.0"	"1930.0"	"427.0"	"3.3869"	"157300.0"
"482"	"26.0"	"47.0"	"18.0"	"1.125"	"87500.0"
"483"	"4.0"	"830.0"	"252.0"	"11.3421"	"500001.0"
"484"	"43.0"	"880.0"	"237.0"	"1.2065"	"103600.0"
"485"	"35.0"	"1473.0"	"402.0"	"4.4211"	"215200.0"
"486"	"47.0"	"419.0"	"156.0"	"3.1576"	"225000.0"
"487"	"34.0"	"1849.0"	"429.0"	"3.5446"	"185500.0"
"488"	"32.0"	"2712.0"	"1125.0"	"10.5575"	"500001.0"
"489"	"16.0"	"671.0"	"319.0"	"6.4001"	"321800.0"
"490"	"52.0"	"827.0"	"446.0"	"2.6833"	"240900.0"
"491"	"17.0"	"122.0"	"47.0"	"4.0583"	"87500.0"
"492"	"25.0"	"896.0"	"468.0"	"2.2284"	"177500.0"
"493"	"19.0"	"187.0"	"80.0"	"3.7857"	"78600.0"
"494"	"19.0"	"967.0"	"376.0"	"2.9"	"158700.0"
"495"	"13.0"	"629.0"	"214.0"	"5.0389"	"171500.0"
"496"	"32.0"	"1019.0"	"338.0"	"3.725"	"112200.0"
"497"	"52.0"	"791.0"	"408.0"	"5.8408"	"500000.0"
"498"	"29.0"	"1197.0"	"474.0"	"5.3903"	"286600.0"
"499"	"4.0"	"4010.0"	"1188.0"	"5.4399"	"187100.0"
"500"	"32.0"	"177.0"	"102.0"	"3.3409"	"256300.0"
"501"	"42.0"	"1614.0"	"377.0"	"3.1912"	"146400.0"
"502"	"35.0"	"992.0"	"315.0"	"4.8359"	"195600.0"
"503"	"26.0"	"448.0"	"95.0"	"1.7019"	"350000.0"
"504"	"41.0"	"965.0"	"458.0"	"2.905"	"159300.0"
"505"	"44.0"	"3009.0"	"657.0"	"2.2663"	"123600.0"
"506"	"28.0"	"538.0"	"208.0"	"2.037"	"72000.0"
"507"	"16.0"	"3174.0"	"647.0"	"2.6607"	"175000.0"
"508"	"34.0"	"2488.0"	"597.0"	"2.9861"	"171800.0"
"509"	"52.0"	"1786.0"	"1037.0"	"3.0897"	"234100.0"
"510"	"36.0"	"1931.0"	"373.0"	"3.7917"	"160600.0"
"511"	"45.0"	"822.0"	"342.0"	"5.1423"	"322900.0"
"512"	"45.0"	"755.0"	"328.0"	"4.825"	"351100.0"
"513"	"52.0"	"468.0"	"193.0"	"6.9322"	"334500.0"
"514"	"15.0"	"2868.0"	"1037.0"	"3.7813"	"143200.0"
"515"	"44.0"	"1354.0"	"491.0"	"2.619"	"134700.0"
"516"	"37.0"	"863.0"	"287.0"	"2.9792"	"151300.0"
"517"	"9.0"	"1955.0"	"620.0"	"4.2011"	"108100.0"
"518"	"15.0"	"490.0"	"105.0"	"1.4886"	"175000.0"
"519"	"14.0"	"638.0"	"282.0"	"2.3179"	"57500.0"
"520"	"11.0"	"1659.0"	"789.0"	"3.1106"	"209400.0"
"521"	"45.0"	"941.0"	"328.0"	"4.3859"	"270200.0"
"522"	"38.0"	"1236.0"	"263.0"	"3.9844"	"165300.0"
"523"	"36.0"	"722.0"	"180.0"	"2.4861"	"96200.0"
"524"	"22.0"	"1371.0"	"501.0"	"5.795"	"332300.0"
"525"	"44.0"	"1256.0"	"485.0"	"2.9507"	"157100.0"
"526"	"35.0"	"479.0"	"161.0"	"5.152"	"215600.0"
"527"	"36.0"	"1390.0"	"436.0"	"5.3398"	"260900.0"
"528"	"23.0"	"2530.0"	"894.0"	"5.0824"	"230900.0"
"529"	"30.0"	"1564.0"	"501.0"	"3.4861"	"177200.0"
"530"	"14.0"	"516.0"	"181.0"	"5.0329"	"165600.0"
"531"	"20.0"	"1766.0"	"393.0"	"4.0921"	"135000.0"
"532"	"46.0"	"1502.0"	"808.0"	"3.8643"	"195800.0"
"533"	"51.0"	"729.0"	"252.0"	"3.3125"	"70100.0"
"534"	"25.0"	"777.0"	"297.0"	"3.5179"	"165500.0"
"535"	"24.0"	"1490.0"	"506.0"	"4.6719"	"337000.0"
"536"	"25.0"	"660.0"	"200.0"	"5.2852"	"297600.0"
"537"	"28.0"	"873.0"	"240.0"	"2.5833"	"54400.0"
"538"	"16.0"	"1990.0"	"672.0"	"5.1473"	"188400.0"
"539"	"10.0"	"2082.0"	"731.0"	"3.2258"	"159300.0"
"540"	"23.0"	"825.0"	"250.0"	"2.4609"	"219600.0"
"541"	"37.0"	"1725.0"	"838.0"	"4.1455"	"500001.0"
"542"	"24.0"	"1416.0"	"408.0"	"2.0673"	"136900.0"
"543"	"43.0"	"1029.0"	"500.0"	"3.7318"	"327700.0"
"544"	"31.0"	"1326.0"	"427.0"	"3.0915"	"139900.0"
"545"	"11.0"	"356.0"	"171.0"	"2.1029"	"99100.0"
"546"	"49.0"	"467.0"	"316.0"	"0.7068"	"200000.0"
"547"	"12.0"	"1179.0"	"570.0"	"4.9444"	"285000.0"
"548"	"40.0"	"1038.0"	"438.0"	"2.6172"	"196100.0"
"549"	"38.0"	"63.0"	"29.0"	"1.3594"	"158300.0"
"550"	"52.0"	"990.0"	"354.0"	"1.1122"	"187500.0"
"551"	"34.0"	"363.0"	"97.0"	"2.0658"	"92500.0"
"552"	"11.0"	"2166.0"	"768.0"	"2.891"	"178100.0"
"553"	"12.0"	"1897.0"	"1080.0"	"3.3173"	"247400.0"
"554"	"15.0"	"2569.0"	"759.0"	"5.6549"	"301900.0"
"555"	"25.0"	"909.0"	"291.0"	"2.3"	"132800.0"
"556"	"44.0"	"1238.0"	"467.0"	"1.5156"	"75800.0"
"557"	"17.0"	"553.0"	"230.0"	"3.2174"	"91800.0"
"558"	"39.0"	"661.0"	"278.0"	"3.0"	"114600.0"
"559"	"50.0"	"690.0"	"259.0"	"6.2344"	"500001.0"
"560"	"40.0"	"1430.0"	"535.0"	"3.0912"	"155300.0"
"561"	"31.0"	"1368.0"	"521.0"	"6.187"	"340400.0"
"562"	"21.0"	"1820.0"	"614.0"	"3.3447"	"71400.0"
"563"	"21.0"	"1021.0"	"359.0"	"4.517"	"152200.0"
"564"	"4.0"	"833.0"	"386.0"	"5.7709"	"190300.0"
"565"	"36.0"	"901.0"	"272.0"	"4.3947"	"197000.0"
"566"	"42.0"	"677.0"	"213.0"	"1.5429"	"39400.0"
"567"	"34.0"	"738.0"	"269.0"	"4.175"	"169400.0"
"568"	"47.0"	"1512.0"	"418.0"	"2.1071"	"208900.0"
"569"	"28.0"	"2846.0"	"998.0"	"4.0174"	"273900.0"
"570"	"19.0"	"1253.0"	"454.0"	"5.2817"	"140600.0"
"571"	"28.0"	"724.0"	"262.0"	"2.725"	"140200.0"
"572"	"28.0"	"572.0"	"202.0"	"3.825"	"84200.0"
"573"	"22.0"	"1800.0"	"769.0"	"2.8594"	"189600.0"
"574"	"18.0"	"2899.0"	"765.0"	"3.9784"	"113500.0"
"575"	"20.0"	"999.0"	"496.0"	"2.8631"	"169700.0"
"576"	"34.0"	"369.0"	"127.0"	"4.3125"	"210100.0"
"577"	"37.0"	"1320.0"	"276.0"	"2.3"	"165600.0"
"578"	"35.0"	"866.0"	"335.0"	"5.6188"	"404700.0"
"579"	"19.0"	"476.0"	"169.0"	"1.7727"	"50000.0"
"580"	"30.0"	"816.0"	"328.0"	"5.2078"	"440500.0"
"581"	"10.0"	"1119.0"	"370.0"	"4.7437"	"294000.0"
"582"	"38.0"	"319.0"	"123.0"	"5.6558"	"263300.0"
"583"	"4.0"	"224.0"	"105.0"	"3.9205"	"183000.0"
"584"	"38.0"	"988.0"	"332.0"	"5.9175"	"416900.0"
"585"	"52.0"	"60.0"	"16.0"	"4.125"	"262500.0"
"586"	"23.0"	"2029.0"	"866.0"	"3.5649"	"450000.0"
"587"	"10.0"	"2634.0"	"622.0"	"3.135"	"231400.0"
"588"	"32.0"	"1331.0"	"449.0"	"3.319"	"84500.0"
"589"	"6.0"	"1189.0"	"573.0"	"3.8958"	"301100.0"
"590"	"19.0"	"1065.0"	"404.0"	"4.125"	"204600.0"
"591"	"52.0"	"311.0"	"100.0"	"1.5481"	"200000.0"
"592"	"35.0"	"1258.0"	"239.0"	"1.7375"	"48600.0"
"593"	"12.0"	"2595.0"	"1067.0"	"3.9864"	"200200.0"
"594"	"18.0"	"1151.0"	"532.0"	"2.567"	"102900.0"
"595"	"24.0"	"3566.0"	"777.0"	"4.4818"	"166200.0"
"596"	"34.0"	"540.0"	"264.0"	"4.0833"	"500001.0"
"597"	"24.0"	"2264.0"	"863.0"	"3.1327"	"218100.0"
"598"	"26.0"	"1228.0"	"335.0"	"4.1154"	"160200.0"
"599"	"44.0"	"1221.0"	"461.0"	"5.9544"	"377200.0"
"600"	"26.0"	"1134.0"	"624.0"	"3.3274"	"295500.0"
"601"	"5.0"	"840.0"	"401.0"	"5.4858"	"187800.0"
"602"	"35.0"	"580.0"	"388.0"	"4.05"	"423100.0"
"603"	"38.0"	"691.0"	"204.0"	"3.2632"	"180900.0"
"604"	"37.0"	"3456.0"	"734.0"	"2.182"	"147500.0"
"605"	"50.0"	"976.0"	"302.0"	"1.5882"	"327300.0"
"606"	"20.0"	"5094.0"	"1430.0"	"4.2241"	"139800.0"
"607"	"37.0"	"798.0"	"259.0"	"5.4635"	"202100.0"
"608"	"35.0"	"772.0"	"233.0"	"4.375"	"204700.0"
"609"	"34.0"	"1538.0"	"507.0"	"2.809"	"82500.0"
"610"	"11.0"	"2466.0"	"855.0"	"2.2264"	"181300.0"
"611"	"36.0"	"788.0"	"248.0"	"3.5333"	"196800.0"
"612"	"7.0"	"878.0"	"292.0"	"6.0296"	"194100.0"
"613"	"33.0"	"716.0"	"224.0"	"1.6944"	"111800.0"
"614"	"26.0"	"820.0"	"254.0"	"2.5833"	"62300.0"
"615"	"33.0"	"575.0"	"47.0"	"3.875"	"225000.0"
"616"	"36.0"	"537.0"	"204.0"	"3.3611"	"79800.0"
"617"	"52.0"	"733.0"	"288.0"	"3.3906"	"300000.0"
"618"	"30.0"	"761.0"	"292.0"	"6.5268"	"273100.0"
"619"	"12.0"	"985.0"	"269.0"	"6.7159"	"362700.0"
"620"	"19.0"	"1419.0"	"579.0"	"2.3787"	"91300.0"
"621"	"36.0"	"2028.0"	"573.0"	"2.8152"	"163900.0"
"622"	"33.0"	"731.0"	"266.0"	"3.9464"	"230300.0"
"623"	"16.0"	"769.0"	"230.0"	"6.6455"	"302600.0"
"624"	"46.0"	"1031.0"	"427.0"	"4.3173"	"278300.0"
"625"	"21.0"	"6160.0"	"2082.0"	"5.7653"	"325800.0"
"626"	"28.0"	"1066.0"	"392.0"	"1.8315"	"90500.0"
"627"	"10.0"	"1255.0"	"425.0"	"3.1513"	"154300.0"
"628"	"18.0"	"1503.0"	"500.0"	"2.3768"	"95300.0"
"629"	"33.0"	"488.0"	"199.0"	"3.7574"	"92700.0"
"630"	"35.0"	"881.0"	"320.0"	"5.5"	"241400.0"
"631"	"10.0"	"1773.0"	"459.0"	"4.8295"	"319100.0"
"632"	"18.0"	"1958.0"	"601.0"	"3.0043"	"156500.0"
"633"	"25.0"	"3136.0"	"1844.0"	"2.6509"	"410000.0"
"634"	"23.0"	"997.0"	"482.0"	"3.662"	"211900.0"
"635"	"43.0"	"653.0"	"251.0"	"3.0"	"141700.0"
"636"	"25.0"	"755.0"	"389.0"	"3.0893"	"188200.0"
"637"	"32.0"	"635.0"	"263.0"	"8.317"	"365900.0"
"638"	"48.0"	"1219.0"	"453.0"	"2.9643"	"154000.0"
"639"	"37.0"	"1569.0"	"578.0"	"6.1008"	"286200.0"
"640"	"18.0"	"702.0"	"246.0"	"9.6062"	"414700.0"
"641"	"40.0"	"952.0"	"424.0"	"4.8"	"500001.0"
"642"	"16.0"	"1697.0"	"444.0"	"5.3062"	"195500.0"
"643"	"10.0"	"1378.0"	"377.0"	"1.9049"	"222200.0"
"644"	"18.0"	"356.0"	"114.0"	"2.5568"	"77100.0"
"645"	"24.0"	"1463.0"	"620.0"	"4.1875"	"309300.0"
"646"	"42.0"	"776.0"	"272.0"	"1.983"	"63300.0"
"647"	"36.0"	"707.0"	"234.0"	"4.375"	"174500.0"
"648"	"42.0"	"1269.0"	"321.0"	"3.3214"	"148800.0"
"649"	"33.0"	"2045.0"	"426.0"	"4.0"	"145700.0"
"650"	"43.0"	"1543.0"	"399.0"	"1.8672"	"98100.0"
"651"	"19.0"	"2954.0"	"1070.0"	"4.7325"	"283500.0"
"652"	"40.0"	"799.0"	"221.0"	"1.1667"	"143800.0"
"653"	"33.0"	"1021.0"	"450.0"	"3.6019"	"225000.0"
"654"	"44.0"	"1805.0"	"375.0"	"1.4801"	"212500.0"
"655"	"28.0"	"2008.0"	"881.0"	"2.1603"	"111300.0"
"656"	"6.0"	"734.0"	"230.0"	"1.0349"	"67800.0"
"657"	"42.0"	"3974.0"	"1189.0"	"1.5854"	"87500.0"
"658"	"23.0"	"355.0"	"151.0"	"2.2083"	"42500.0"
"659"	"21.0"	"2265.0"	"652.0"	"1.9923"	"164700.0"
"660"	"44.0"	"1323.0"	"404.0"	"2.5284"	"226300.0"
"661"	"30.0"	"410.0"	"165.0"	"2.1898"	"63200.0"
"662"	"19.0"	"1414.0"	"475.0"	"4.6406"	"118900.0"
"663"	"40.0"	"2150.0"	"524.0"	"2.1437"	"94800.0"
"664"	"35.0"	"1131.0"	"316.0"	"1.6722"	"59100.0"
"665"	"32.0"	"1786.0"	"721.0"	"3.2415"	"172200.0"
"666"	"52.0"	"13.0"	"5.0"	"0.536"	"162500.0"
"667"	"36.0"	"1348.0"	"371.0"	"5.6447"	"252600.0"
"668"	"34.0"	"872.0"	"255.0"	"3.825"	"216700.0"
"669"	"39.0"	"51.0"	"23.0"	"3.2188"	"112500.0"
"670"	"17.0"	"1662.0"	"535.0"	"3.0147"	"217000.0"
"671"	"29.0"	"2102.0"	"959.0"	"3.1275"	"286400.0"
"672"	"12.0"	"4520.0"	"1333.0"	"3.2705"	"113200.0"
"673"	"32.0"	"2044.0"	"652.0"	"3.1979"	"183900.0"
"674"	"29.0"	"151.0"	"67.0"	"9.5551"	"500001.0"
"675"	"39.0"	"686.0"	"164.0"	"1.695"	"94800.0"
"676"	"32.0"	"1036.0"	"385.0"	"5.0258"	"255400.0"
"677"	"30.0"	"1834.0"	"824.0"	"3.4505"	"260000.0"
"678"	"26.0"	"1611.0"	"578.0"	"8.4693"	"419200.0"
"679"	"37.0"	"652.0"	"258.0"	"4.2062"	"195400.0"
"680"	"33.0"	"2475.0"	"924.0"	"2.8797"	"285300.0"
"681"	"28.0"	"1593.0"	"763.0"	"2.9821"	"118700.0"
"682"	"19.0"	"2143.0"	"610.0"	"2.2372"	"108800.0"
"683"	"52.0"	"632.0"	"276.0"	"1.7431"	"131500.0"
"684"	"36.0"	"1021.0"	"374.0"	"1.8472"	"57400.0"
"685"	"19.0"	"1160.0"	"452.0"	"5.9357"	"207400.0"
"686"	"16.0"	"1754.0"	"578.0"	"5.1098"	"162300.0"
"687"	"35.0"	"735.0"	"219.0"	"8.3841"	"472200.0"
"688"	"37.0"	"875.0"	"381.0"	"4.0703"	"223800.0"
"689"	"27.0"	"1861.0"	"511.0"	"4.2386"	"184200.0"
"690"	"29.0"	"764.0"	"284.0"	"4.825"	"195100.0"
"691"	"23.0"	"3405.0"	"1351.0"	"2.5395"	"109200.0"
"692"	"37.0"	"375.0"	"122.0"	"3.3897"	"222700.0"
"693"	"52.0"	"1122.0"	"425.0"	"3.1204"	"224000.0"
"694"	"25.0"	"1003.0"	"315.0"	"2.7298"	"103400.0"
"695"	"6.0"	"506.0"	"280.0"	"4.8264"	"146800.0"
"696"	"24.0"	"1367.0"	"460.0"	"4.025"	"240700.0"
"697"	"21.0"	"837.0"	"410.0"	"5.6999"	"470000.0"
"698"	"22.0"	"530.0"	"115.0"	"2.1458"	"34400.0"
"699"	"14.0"	"6301.0"	"2829.0"	"3.9699"	"217000.0"
"700"	"10.0"	"728.0"	"248.0"	"2.0469"	"66800.0"
"701"	"23.0"	"1938.0"	"658.0"	"2.725"	"95300.0"
"702"	"48.0"	"700.0"	"279.0"	"8.7051"	"500001.0"
"703"	"20.0"	"512.0"	"210.0"	"1.7935"	"74500.0"
"704"	"37.0"	"1183.0"	"338.0"	"4.1449"	"175300.0"
"705"	"14.0"	"1085.0"	"387.0"	"3.8073"	"170100.0"
"706"	"35.0"	"550.0"	"256.0"	"2.2461"	"215000.0"
"707"	"13.0"	"3397.0"	"1845.0"	"3.4058"	"275000.0"
"708"	"48.0"	"434.0"	"232.0"	"3.6111"	"450000.0"
"709"	"20.0"	"1675.0"	"932.0"	"5.1999"	"500001.0"
"710"	"35.0"	"1110.0"	"406.0"	"5.5519"	"329500.0"
"711"	"24.0"	"870.0"	"442.0"	"3.194"	"276300.0"
"712"	"4.0"	"4970.0"	"1535.0"	"4.5266"	"142900.0"
"713"	"44.0"	"1200.0"	"307.0"	"3.5125"	"169300.0"
"714"	"27.0"	"1029.0"	"346.0"	"3.5391"	"144700.0"
"715"	"40.0"	"901.0"	"257.0"	"2.8269"	"98000.0"
"716"	"26.0"	"1468.0"	"632.0"	"8.5136"	"500001.0"
"717"	"17.0"	"900.0"	"406.0"	"5.2589"	"226100.0"
"718"	"44.0"	"1779.0"	"832.0"	"3.9243"	"404800.0"
"719"	"29.0"	"872.0"	"283.0"	"4.0833"	"141000.0"
"720"	"17.0"	"3868.0"	"1117.0"	"2.5978"	"142900.0"
"721"	"16.0"	"4930.0"	"287.0"	"4.3029"	"121900.0"
"722"	"50.0"	"741.0"	"316.0"	"4.5"	"178300.0"
"723"	"18.0"	"3419.0"	"1058.0"	"7.0242"	"293100.0"
"724"	"9.0"	"1102.0"	"418.0"	"3.9812"	"136600.0"
"725"	"37.0"	"1372.0"	"406.0"	"1.9605"	"106200.0"
"726"	"36.0"	"871.0"	"269.0"	"8.1484"	"500001.0"
"727"	"34.0"	"1544.0"	"441.0"	"3.4005"	"176300.0"
"728"	"42.0"	"1817.0"	"664.0"	"3.371"	"165000.0"
"729"	"44.0"	"1043.0"	"443.0"	"2.4949"	"108000.0"
"730"	"20.0"	"1285.0"	"456.0"	"1.5319"	"50500.0"
"731"	"52.0"	"756.0"	"273.0"	"2.2311"	"206300.0"
"732"	"10.0"	"546.0"	"223.0"	"3.75"	"121400.0"
"733"	"32.0"	"571.0"	"255.0"	"3.0938"	"110400.0"
"734"	"40.0"	"2144.0"	"667.0"	"2.3359"	"189300.0"
"735"	"16.0"	"2140.0"	"722.0"	"3.332"	"111800.0"
"736"	"39.0"	"1388.0"	"631.0"	"2.6364"	"93800.0"
"737"	"34.0"	"1805.0"	"672.0"	"5.6038"	"451300.0"
"738"	"41.0"	"1005.0"	"373.0"	"1.7857"	"54300.0"
"739"	"41.0"	"896.0"	"314.0"	"5.3473"	"352700.0"
"740"	"43.0"	"1941.0"	"614.0"	"1.9835"	"225000.0"
"741"	"37.0"	"1107.0"	"235.0"	"1.9688"	"144100.0"
"742"	"19.0"	"704.0"	"269.0"	"2.1042"	"268300.0"
"743"	"3.0"	"4095.0"	"1335.0"	"5.1781"	"191900.0"
"744"	"9.0"	"1856.0"	"721.0"	"4.2083"	"198400.0"
"745"	"27.0"	"495.0"	"191.0"	"5.2837"	"283800.0"
"746"	"25.0"	"1201.0"	"545.0"	"3.6641"	"386100.0"
"747"	"27.0"	"1178.0"	"309.0"	"1.4432"	"48100.0"
"748"	"19.0"	"3554.0"	"1593.0"	"3.1049"	"173900.0"
"749"	"9.0"	"820.0"	"323.0"	"4.0556"	"182500.0"
"750"	"39.0"	"1365.0"	"606.0"	"1.6642"	"281300.0"
"751"	"52.0"	"1078.0"	"494.0"	"3.5221"	"443300.0"
"752"	"44.0"	"947.0"	"364.0"	"5.0072"	"236200.0"
"753"	"40.0"	"1843.0"	"349.0"	"2.3077"	"106900.0"
"754"	"37.0"	"266.0"	"64.0"	"3.3472"	"293800.0"
"755"	"33.0"	"1684.0"	"617.0"	"8.9571"	"399700.0"
"756"	"37.0"	"2489.0"	"599.0"	"1.5933"	"86300.0"
"757"	"29.0"	"1170.0"	"460.0"	"4.9904"	"158100.0"
"758"	"50.0"	"985.0"	"403.0"	"2.3506"	"136100.0"
"759"	"32.0"	"1031.0"	"410.0"	"3.6474"	"231600.0"
"760"	"52.0"	"1789.0"	"558.0"	"1.7616"	"84100.0"
"761"	"23.0"	"1309.0"	"493.0"	"4.9779"	"224600.0"
"762"	"28.0"	"717.0"	"142.0"	"4.5469"	"175700.0"
